code,title,points_r1_2021,points_r1_2021_info,points_r1_2020,points_r1_2020_info,points_r1_2019,points_r1_2019_info,points_r1_2021-2020,points_r1_2020-2019,points_r1_2021-2019,2021vs2020,2020vs2019,2021vs2019
TR004,Law,590.0,Randomly Selected,566.0,,552.0,,24.0,14.0,38.0,Increase,Increase,Increase
TR005,Philosophy,510.0,,442.0,,446.0,,68.0,-4.0,64.0,Increase,Decrease,Increase
TR006,Psychology,601.0,Randomly Selected,567.0,,577.0,Randomly Selected,34.0,-10.0,24.0,Increase,Decrease,Increase
TR007,Clinical Speech and Language Studies,564.0,Randomly Selected,529.0,,529.0,,35.0,0.0,35.0,Increase,No Change,Increase
TR009,Music Education,496.0,Test/Portfolio,420.0,,465.0,Test/Portfolio,76.0,-45.0,31.0,Increase,Decrease,Increase
TR012,History and Political Science,,,555.0,,557.0,Randomly Selected,,-2.0,,Course Ran For One Year,Decrease,Course Ran For One Year
TR015,Philosophy  Political Science  Economics and Socio,613.0,Randomly Selected,589.0,,577.0,,24.0,12.0,36.0,Increase,Increase,Increase
TR016,Deaf Studies,389.0,,340.0,,372.0,,49.0,-32.0,17.0,Increase,Decrease,Increase
TR017,Law and Business,,,602.0,,589.0,,,13.0,,Course Ran For One Year,Increase,Course Ran For One Year
TR018,Law and French,602.0,Randomly Selected,565.0,,554.0,Randomly Selected,37.0,11.0,48.0,Increase,Increase,Increase
TR019,Law and German,577.0,,543.0,,555.0,,34.0,-12.0,22.0,Increase,Decrease,Increase
TR020,Law and Political Science,,,602.0,,600.0,,,2.0,,Course Ran For One Year,Increase,Course Ran For One Year
TR021,Classics  Ancient History and Archaeology,467.0,,370.0,,495.0,,97.0,-125.0,-28.0,Increase,Decrease,Decrease
TR022,Early and Modern Irish,377.0,,398.0,,407.0,,-21.0,-9.0,-30.0,Decrease,Decrease,Decrease
TR023,English Studies,546.0,,487.0,,511.0,,59.0,-24.0,35.0,Increase,Decrease,Increase
TR024,European Studies,566.0,,544.0,,544.0,,22.0,0.0,22.0,Increase,No Change,Increase
TR025,Drama and Theatre Studies,543.0,Test/Portfolio,564.0,,531.0,Test/Portfolio,-21.0,33.0,12.0,Decrease,Increase,Increase
TR028,Ancient and Medieval History and Culture,498.0,,342.0,,451.0,,156.0,-109.0,47.0,Increase,Decrease,Increase
TR029,Political Science and Geography,,,526.0,,500.0,,,26.0,,Course Ran For One Year,Increase,Course Ran For One Year
TR031,Mathematics,579.0,,531.0,,589.0,,48.0,-58.0,-10.0,Increase,Decrease,Decrease
TR032,Engineering,556.0,,510.0,,520.0,Randomly Selected,46.0,-10.0,36.0,Increase,Decrease,Increase
TR033,Computer Science,566.0,Randomly Selected,509.0,,488.0,Randomly Selected,57.0,21.0,78.0,Increase,Increase,Increase
TR034,Management Science and Information Systems Studies,625.0,Randomly Selected,613.0,,602.0,Randomly Selected,12.0,11.0,23.0,Increase,Increase,Increase
TR035,Theoretical Physics,590.0,,543.0,,601.0,,47.0,-58.0,-11.0,Increase,Decrease,Decrease
TR038,Engineering with Management,589.0,Randomly Selected,532.0,,543.0,,57.0,-11.0,46.0,Increase,Decrease,Increase
TR039,Computer Science  Linguistics and a Language,443.0,,454.0,,498.0,,-11.0,-44.0,-55.0,Decrease,Decrease,Decrease
TR040,Middle Eastern and European Languages and Cultures,520.0,,466.0,,518.0,,54.0,-52.0,2.0,Increase,Decrease,Increase
TR041,Religion,417.0,,368.0,,393.0,,49.0,-25.0,24.0,Increase,Decrease,Increase
TR042,Film,531.0,,489.0,,,,42.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TR043,History of Art and Architecture,498.0,,393.0,,,,105.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TR051,Medicine (HPAT required),743.0,Randomly Selected,735.0,,739.0,Test/Portfolio,8.0,-4.0,4.0,Increase,Decrease,Increase
TR052,Dental Science,625.0,Randomly Selected,613.0,,602.0,Randomly Selected,12.0,11.0,23.0,Increase,Increase,Increase
TR053,Physiotherapy,590.0,Randomly Selected,566.0,,544.0,Randomly Selected,24.0,22.0,46.0,Increase,Increase,Increase
TR054,Occupational Therapy,578.0,Randomly Selected,533.0,,520.0,,45.0,13.0,58.0,Increase,Increase,Increase
TR055,Radiation Therapy,577.0,,543.0,,521.0,,34.0,22.0,56.0,Increase,Increase,Increase
TR056,Human Health and Disease,601.0,Randomly Selected,565.0,,565.0,,36.0,0.0,36.0,Increase,No Change,Increase
TR060,Biological and Biomedical Sciences,578.0,Randomly Selected,543.0,,542.0,Randomly Selected,35.0,1.0,36.0,Increase,Increase,Increase
TR061,Chemical Sciences,558.0,,517.0,,520.0,Randomly Selected,41.0,-3.0,38.0,Increase,Decrease,Increase
TR062,Geography and Geoscience,495.0,,473.0,,485.0,,22.0,-12.0,10.0,Increase,Decrease,Increase
TR063,Physical Sciences,554.0,,498.0,,543.0,Randomly Selected,56.0,-45.0,11.0,Increase,Decrease,Increase
TR064,Environmental Science and Engineering,555.0,,,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR072,Pharmacy,613.0,Randomly Selected,590.0,,577.0,Randomly Selected,23.0,13.0,36.0,Increase,Increase,Increase
TR080,Global Business,613.0,Randomly Selected,589.0,,577.0,,24.0,12.0,36.0,Increase,Increase,Increase
TR081,Business  Economic and Social Studies (BESS),577.0,,543.0,,542.0,Randomly Selected,34.0,1.0,35.0,Increase,Increase,Increase
TR082,Computer Science and Business,,,555.0,,542.0,,,13.0,,Course Ran For One Year,Increase,Course Ran For One Year
TR083,Sociology and Social Policy,,,498.0,,474.0,,,24.0,,Course Ran For One Year,Increase,Course Ran For One Year
TR084,Social Studies (Social Work),497.0,,462.0,,462.0,Randomly Selected,35.0,0.0,35.0,Increase,No Change,Increase
TR085,Business Studies and French,564.0,,540.0,,553.0,,24.0,-13.0,11.0,Increase,Decrease,Increase
TR086,Business Studies and German,530.0,,509.0,,495.0,,21.0,14.0,35.0,Increase,Increase,Increase
TR087,Business Studies and Russian,487.0,,474.0,,487.0,,13.0,-13.0,0.0,Increase,Decrease,No Change
TR089,Business Studies and Polish,391.0,,444.0,,434.0,,-53.0,10.0,-43.0,Decrease,Increase,Decrease
TR090,Business Studies and Spanish,566.0,,531.0,,543.0,,35.0,-12.0,23.0,Increase,Decrease,Increase
TR091,General Nursing (Meath and St James`s),462.0,,429.0,,420.0,Randomly Selected,33.0,9.0,42.0,Increase,Increase,Increase
TR093,General Nursing (Adelaide School of Nursing),473.0,Test/Portfolio,430.0,,409.0,Randomly Selected,43.0,21.0,64.0,Increase,Increase,Increase
TR095,Mental Health Nursing,442.0,,408.0,,377.0,,34.0,31.0,65.0,Increase,Increase,Increase
TR097,Intellectual Disability Nursing,412.0,,396.0,,350.0,,16.0,46.0,62.0,Increase,Increase,Increase
TR111,Ancient History and Archaeology/Geography,,,352.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR112,Ancient History and Archaeology/History,,,529.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR113,Ancient History and Archaeology/History of Art and Architecture,,,337.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR114,Ancient History and Archaeology/Modern Language,,,337.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR117,Ancient History and Archaeology/Religion,,,342.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR166,Classical Civilisation/English Literature,,,498.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR173,Classical Civilisation/History of Art and Architecture,,,335.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR177,Classical Civilisation/Modern Language,,,335.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR179,Classical Civilisation/Philosophy,,,499.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR198,Economics/Geography,,,534.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR202,Economics/History,,,534.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR207,Economics/Mathematics,,,566.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR208,Economics/Modern Language,,,534.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR209,Economics/Philosophy,,,534.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR212,Economics/Sociology,,,534.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR228,Classical Languages/English Literature,,,498.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR231,Classical Languages/History of Art and Architecture,,,349.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR233,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",,,349.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR239,Classical Languages/Modern Language,,,349.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR262,English Literature/History,,,529.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR263,English Literature/History of Art and Architecture,,,498.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR269,English Literature/Philosophy,,,499.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR272,English Literature/Sociology,,,498.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR276,English Literature/Drama Studies,,,498.0,Test/Portfolio,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR277,English Literature/Modern Language,,,498.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR311,Film/Drama Studies,,,521.0,Test/Portfolio,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR312,Film/English Literature,,,521.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR320,Film/Music,,,521.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR322,Geography/History,,,529.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR323,Drama Studies/Modern Language,,,473.0,Test/Portfolio,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR324,Film/Modern Language,,,521.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR325,Film/History,,,529.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR326,Geography/Modern Language,,,352.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR332,Geography/Sociology,,,498.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR443,History/History of Art and Architecture,,,529.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR447,History/Modern Language,,,529.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR449,History/Philosophy,,,529.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR452,History/Sociology,,,529.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR454,History/Religion,,,529.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR455,History of Art and Architecture/Modern Language,,,334.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR479,History of Art and Architecture/Philosophy,,,499.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR547,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",,,337.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR548,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",,,335.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR554,"Middle Eastern,Jewish and Islamic Civilisations/History",,,529.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR563,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",,,335.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR564,"Middle Eastern,Jewish and Islamic Civilisations/Music",,,,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR565,"Middle Eastern,Jewish and Islamic Civilisations/Religion",,,342.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR597,Mathematics/Modern Language,,,566.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR598,Mathematics/Music,,,566.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR599,Mathematics/Philosophy,,,566.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR629,Music/Philosophy,,,499.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR635,Music/Drama Studies,,,473.0,Test/Portfolio,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR636,Music/Modern Language,,,388.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR638,Music/Religion,,,388.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR639,Philosophy/Modern Language,,,499.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR662,Philosophy/Sociology,,,499.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR663,Religion/Classical Civilisation,,,342.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR664,Religion/English Literature,,,498.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR665,Religion/History of Art and Architecture,,,342.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR666,Religion/Modern Language,,,,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR667,French/Modern Language,,,403.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR668,German/Modern Language,,,389.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR669,Irish/Modern Language,,,368.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR670,Italian/Modern Language,,,381.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR671,Russian/Modern Language,,,332.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR672,Spanish/Modern Language,,,336.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR755,Sociology/Drama Studies,,,498.0,Test/Portfolio,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR756,Sociology/Modern Language,,,498.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TR911,Children`s and General Nursing (Integrated),531.0,Randomly Selected,511.0,,487.0,Randomly Selected,20.0,24.0,44.0,Increase,Increase,Increase
TR913,Midwifery,521.0,,478.0,,462.0,,43.0,16.0,59.0,Increase,Increase,Increase
TU801,Sustainable Energy Engineering,235.0,,235.0,,,,0.0,,,No Change,Course Ran For One Year,Course Ran For One Year
TU802,Electrical Services and Energy Management,309.0,,317.0,,,,-8.0,,,Decrease,Course Ran For One Year,Course Ran For One Year
TU803,Electronic Engineering,,,243.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TU804,Engineering (Common Entry with Award options),270.0,,271.0,,,,-1.0,,,Decrease,Course Ran For One Year,Course Ran For One Year
TU805,Engineering (General Entry),466.0,,402.0,,,,64.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU806,Sustainable Energy Engineering,,,262.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TU807,Computer Engineering in Mobile Systems,274.0,,276.0,,,,-2.0,,,Decrease,Course Ran For One Year,Course Ran For One Year
TU808,Engineering Software,,,260.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TU809,Mechanical Engineering,,,235.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TU810,Mechatronic Engineering,271.0,,270.0,,,,1.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU811,Product Design,440.0,,411.0,,,,29.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU812,Design Technology and Innovation,278.0,,270.0,,,,8.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU813,Automation Engineering,,,218.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TU814,Sustainable Transport Management,253.0,,285.0,,,,-32.0,,,Decrease,Course Ran For One Year,Course Ran For One Year
TU828,Mechanical Engineering (General Entry),300.0,,,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TU829,Electronic Engineering (General Entry),248.0,,,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TU831,Architectural Technology,423.0,,410.0,,,,13.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU832,Architecture (Suitability Test and Interview),644.0,Test/Portfolio,622.0,,,,22.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU833,Construction Management,396.0,,367.0,,,,29.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU834,Geographic Science,315.0,,288.0,,,,27.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU835,Planning and Environmental Management,330.0,,313.0,,,,17.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU836,Property Economics (Valuation Surveying),411.0,,401.0,,,,10.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU837,Quantity Surveying and Construction Economics,413.0,,385.0,,,,28.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU838,Sustainable Timber Technology,307.0,,,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TU851,Analytical Chemistry (Environmental  Forensic and,400.0,,349.0,,,,51.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU852,Chemical Sciences with Medicinal Chemistry,477.0,,476.0,,,,1.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU854,Science (General Entry),510.0,,476.0,,,,34.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU855,Science with Nanotechnology,322.0,,331.0,,,,-9.0,,,Decrease,Course Ran For One Year,Course Ran For One Year
TU856,Computer Science,499.0,,476.0,,,,23.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU857,Computer Science (Infrastructure),403.0,,391.0,,,,12.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU858,Computer Science (International),395.0,,377.0,,,,18.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU859,Computing,251.0,,217.0,,,,34.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU860,Computing (Information Technology),270.0,,260.0,,,,10.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU861,Computing with Language (French/German/Spanish),235.0,,308.0,,,,-73.0,,,Decrease,Course Ran For One Year,Course Ran For One Year
TU862,Computing with Artificial Intelligence Machine Lea,262.0,,226.0,,,,36.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU863,Digital Forensics and Cyber Security,282.0,,280.0,,,,2.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU864,DNA and Forensic Analysis,500.0,,400.0,,,,100.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU865,Cloud Computing,235.0,,226.0,,,,9.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU866,Biomedical and Molecular Diagnostics,522.0,,487.0,,,,35.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU867,Biomedical Science,576.0,,524.0,,,,52.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU868,Clinical Measurement Science,542.0,,510.0,,,,32.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU869,Environmental Health,387.0,,336.0,,,,51.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU870,Human Nutrition and Dietetics,601.0,Randomly Selected,578.0,,,,23.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU871,Optometry,532.0,,509.0,,,,23.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU872,Public Health Nutrition,487.0,,491.0,,,,-4.0,,,Decrease,Course Ran For One Year,Course Ran For One Year
TU873,Industrial Mathematics,,,250.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TU874,Mathematical Sciences,294.0,,341.0,,,,-47.0,,,Decrease,Course Ran For One Year,Course Ran For One Year
TU875,Pharmaceutical Healthcare,451.0,,400.0,,,,51.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU876,Pharmaceutical Science,445.0,,377.0,,,,68.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU877,Physics Technology,314.0,,308.0,,,,6.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU878,Physics with Energy and Environment,339.0,,337.0,,,,2.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU879,Physics with Medical Physics and Bioengineering,346.0,,351.0,,,,-5.0,,,Decrease,Course Ran For One Year,Course Ran For One Year
TU880,Physics with Data Science,412.0,,578.0,,,,-166.0,,,Decrease,Course Ran For One Year,Course Ran For One Year
TU881,Food Innovation,309.0,,318.0,,,,-9.0,,,Decrease,Course Ran For One Year,Course Ran For One Year
TU882,Nutraceuticals in Health and Nutrition,380.0,,397.0,,,,-17.0,,,Decrease,Course Ran For One Year,Course Ran For One Year
TU901,Business,,,270.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TU902,Business (options),270.0,,271.0,,,,-1.0,,,Decrease,Course Ran For One Year,Course Ran For One Year
TU903,Business and Management,477.0,,463.0,,,,14.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU904,Business and Law,462.0,,462.0,,,,0.0,,,No Change,Course Ran For One Year,Course Ran For One Year
TU905,Economics and Finance,460.0,,465.0,,,,-5.0,,,Decrease,Course Ran For One Year,Course Ran For One Year
TU906,Human Resource Management,386.0,,395.0,,,,-9.0,,,Decrease,Course Ran For One Year,Course Ran For One Year
TU907,Logistics and Supply Chain Management,300.0,,300.0,,,,0.0,,,No Change,Course Ran For One Year,Course Ran For One Year
TU908,Management,,,262.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TU909,Accounting and Finance,,,285.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TU910,Accounting,420.0,,444.0,,,,-24.0,,,Decrease,Course Ran For One Year,Course Ran For One Year
TU911,Accounting and Finance,,,209.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TU912,Business Analytics,331.0,,330.0,,,,1.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU913,Business and Information Technology,,,252.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TU914,Business Computing,322.0,,324.0,,,,-2.0,,,Decrease,Course Ran For One Year,Course Ran For One Year
TU915,International Business,,,252.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TU916,International Business,,,235.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TU917,Law (LLB ) with a Language,356.0,,342.0,,,,14.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU918,Law (LLB),463.0,,451.0,,,,12.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU919,Advertising and Marketing Communications,219.0,,228.0,,,,-9.0,,,Decrease,Course Ran For One Year,Course Ran For One Year
TU920,Digital Marketing,270.0,,270.0,,,,0.0,,,No Change,Course Ran For One Year,Course Ran For One Year
TU921,Digital Marketing Technologies,230.0,,212.0,,,,18.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU922,Marketing,412.0,,418.0,,,,-6.0,,,Decrease,Course Ran For One Year,Course Ran For One Year
TU923,Marketing Management,,,228.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TU924,E-Commerce in Retailing,307.0,,307.0,,,,0.0,,,No Change,Course Ran For One Year,Course Ran For One Year
TU925,Retail and Services Management,307.0,,301.0,,,,6.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU932,Business (options),211.0,,,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TU933,Accounting and Finance (campus options),251.0,,,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TU935,Sports Management and Coaching,300.0,,300.0,,,,0.0,,,No Change,Course Ran For One Year,Course Ran For One Year
TU936,Sports Science and Health,484.0,,410.0,,,,74.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU941,Botanical Cuisine,311.0,,249.0,,,,62.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU942,Culinary Arts,252.0,,212.0,,,,40.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU943,Culinary Entrepreneurship,261.0,,278.0,,,,-17.0,,,Decrease,Course Ran For One Year,Course Ran For One Year
TU944,Culinary Science,336.0,,316.0,,,,20.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU951,International Hospitality and Tourism Management,244.0,,184.0,,,,60.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU952,International Hospitality Management,309.0,,300.0,,,,9.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU953,Tourism and Digital Marketing,308.0,,290.0,,,,18.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU954,Event Management,326.0,,356.0,,,,-30.0,,,Decrease,Course Ran For One Year,Course Ran For One Year
TU955,Sports and Leisure Management,275.0,,217.0,,,,58.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU961,Commercial Modern Music (BIMM - assessment/auditio,536.0,Test/Portfolio,608.0,,,,-72.0,,,Decrease,Course Ran For One Year,Course Ran For One Year
TU962,Drama (Performance  audition),448.0,Test/Portfolio,379.0,,,,69.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU963,Music (audition),364.0,Test/Portfolio,416.0,,,,-52.0,,,Decrease,Course Ran For One Year,Course Ran For One Year
TU965,International Business and Languages,357.0,,356.0,,,,1.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU966,Languages and English Studies,,,366.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TU967,Languages and International Tourism,298.0,,308.0,,,,-10.0,,,Decrease,Course Ran For One Year,Course Ran For One Year
TU971,Contemporary Visual Culture,,,290.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TU972,Creative and Cultural Industries,,,281.0,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TU973,Design - Visual Communication (portfolio),700.0,Test/Portfolio,717.0,,,,-17.0,,,Decrease,Course Ran For One Year,Course Ran For One Year
TU974,Fine Art (portfolio),549.0,Test/Portfolio,709.0,,,,-160.0,,,Decrease,Course Ran For One Year,Course Ran For One Year
TU975,Interior Design (portfolio),544.0,Test/Portfolio,632.0,,,,-88.0,,,Decrease,Course Ran For One Year,Course Ran For One Year
TU976,Photography (portfolio),700.0,Test/Portfolio,695.0,,,,5.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU978,Creative Industries and Visual Culture,299.0,,,,,,,,,Course Ran For One Year,Course Ran For One Year,Course Ran For One Year
TU981,Creative Digital Media,280.0,,280.0,,,,0.0,,,No Change,Course Ran For One Year,Course Ran For One Year
TU982,Media Production and Digital Arts,369.0,,320.0,,,,49.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU983,Film and Broadcasting,462.0,,456.0,,,,6.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU984,Game Design,414.0,,381.0,,,,33.0,,,Increase,Course Ran For One Year,Course Ran For One Year
TU985,Journalism,367.0,,322.0,,,,45.0,,,Increase,Course Ran For One Year,Course Ran For One Year
